"Classification","chnm","tgt_abbr","testname","NAS"
"MostDILI Drugs","erlotinib","CYP19A1","TOX21_Aromatase_Inhibition_Row119",-0.055558896
"MostDILI Drugs","erlotinib","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",0.708593344
"MostDILI Drugs","erlotinib","NR3C1","TOX21_GR_BLA_Agonist_ch2_Row270",-0.078724633
"MostDILI Drugs","erlotinib","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",-1.901042962
"MostDILI Drugs","erlotinib","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",0.846025217
"MostDILI Drugs","erythromycin","HIF1a","ATG_HIF1a_CIS_dn_Row378",-2.003061133
"MostDILI Drugs","erythromycin","SLC29A1","NVS_TR_rAdoT_Row1042",0.414089371
"MostDILI Drugs","estramustine","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",-1.413145869
"MostDILI Drugs","estramustine","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.996108444
"MostDILI Drugs","estramustine","ESR1","TOX21_ERa_BLA_Agonist_ch2_Row269",0.994418381
"MostDILI Drugs","estramustine","ESR1","TOX21_ERa_BLA_Agonist_ch1_Row242",0.993659159
"MostDILI Drugs","estramustine","ESR1","TOX21_ERa_BLA_Agonist_ratio_Row246",0.992281955
"AmbiDILIDrugs","estrone","AR","OT_AR_ARELUC_AG_1440_Row1044",-0.445393394
"AmbiDILIDrugs","estrone","AR","NVS_NR_hAR_Row620",-2.953072248
"AmbiDILIDrugs","estrone","EGF","BSK_hDFCGF_EGFR_up_Row531",-0.548296927
"AmbiDILIDrugs","estrone","ESR1","OT_ERa_EREGFP_0480_Row1053",0.98793578
"AmbiDILIDrugs","estrone","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.982614679
"AmbiDILIDrugs","estrone","ESR1","ATG_ERa_TRANS_up_Row27",0.958715596
"AmbiDILIDrugs","estrone","ESR1","ATG_ERE_CIS_up_Row9",0.958715596
"AmbiDILIDrugs","estrone","ESR1","TOX21_ERa_BLA_Agonist_ch2_Row269",0.953967798
"AmbiDILIDrugs","estrone","ESR1","OT_ERa_EREGFP_0120_Row1052",0.949913761
"AmbiDILIDrugs","estrone","ESR1","TOX21_ERa_BLA_Agonist_ratio_Row246",0.948103486
"AmbiDILIDrugs","estrone","ESR1","NVS_NR_hER_Row588",0.929330275
"AmbiDILIDrugs","estrone","ESR1","TOX21_ERa_BLA_Agonist_ch1_Row242",0.80266656
"AmbiDILIDrugs","estrone","ESR1","NVS_NR_mERa_Row618",0.593693761
"AmbiDILIDrugs","estrone","ESR1","ACEA_T47D_80hr_Positive_Row621",0.588289587
"AmbiDILIDrugs","estrone","ESR1","NVS_NR_bER_Row617",0.002230688
"AmbiDILIDrugs","estrone","ESR1","OT_ER_ERbERb_1440_Row1051",-1.18010445
"AmbiDILIDrugs","estrone","ESR1","OT_ER_ERaERb_1440_Row1049",-2.423050596
"AmbiDILIDrugs","estrone","ESR1","OT_ER_ERaERb_0480_Row1048",-2.868326743
"AmbiDILIDrugs","estrone","ESR2","OT_ER_ERbERb_0480_Row1050",-1.032439954
"AmbiDILIDrugs","ethacrynic acid","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.919788048
"AmbiDILIDrugs","ethacrynic acid","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",0.337229655
"AmbiDILIDrugs","ethacrynic acid","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.236522485
"AmbiDILIDrugs","ethacrynic acid","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",-0.142588245
"AmbiDILIDrugs","ethacrynic acid","ESR1","TOX21_ERa_BLA_Agonist_ch2_Row269",-1.026994087
"AmbiDILIDrugs","ethacrynic acid","ESR1","TOX21_ERa_BLA_Antagonist_ch1_Row233",-1.082192919
"AmbiDILIDrugs","ethacrynic acid","ESR1","TOX21_ERa_BLA_Agonist_ratio_Row246",-1.207268992
"AmbiDILIDrugs","ethacrynic acid","HSF1","TOX21_HSE_BLA_agonist_ch2_Row280",0.711359307
"AmbiDILIDrugs","ethacrynic acid","HSF1","TOX21_HSE_BLA_agonist_ratio_Row172",0.707620489
"AmbiDILIDrugs","ethacrynic acid","mmp","TOX21_MMP_ratio_down_Row67",-1.432720954
"AmbiDILIDrugs","ethacrynic acid","NR1H4","TOX21_FXR_BLA_Antagonist_ch1_Row215",-0.539001378
"AmbiDILIDrugs","ethacrynic acid","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",-0.697970419
"AmbiDILIDrugs","ethacrynic acid","NR3C1","TOX21_GR_BLA_Antagonist_ch2_Row165",-0.057874614
"AmbiDILIDrugs","ethacrynic acid","NR3C1","TOX21_GR_BLA_Antagonist_ratio_Row155",-0.072650101
"AmbiDILIDrugs","ethacrynic acid","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",0.99527026
"AmbiDILIDrugs","ethacrynic acid","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",0.96910284
"AmbiDILIDrugs","ethacrynic acid","PPARD","TOX21_PPARd_BLA_antagonist_ratio_Row221",0.205316519
"AmbiDILIDrugs","ethacrynic acid","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.319363408
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p5_viability_Row185",0.803150459
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.675864631
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p4_ch2_Row163",0.650828266
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p2_ch2_Row77",0.507598541
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.179851186
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.127140279
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.095837823
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p1_ch2_Row274",0.090667735
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p3_ch2_Row92",0.017280926
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p3_ratio_Row118",-0.077266528
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p1_ratio_Row162",-0.092710223
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p4_viability_Row177",-0.274276718
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p3_ch1_Row121",-0.372052128
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p4_ch1_Row112",-0.974836024
"AmbiDILIDrugs","ethacrynic acid","TP53","TOX21_p53_BLA_p1_viability_Row171",-1.017136365
"AmbiDILIDrugs","ethacrynic acid","VDR","TOX21_VDR_BLA_antagonist_ratio_Row225",-0.014261565
"AmbiDILIDrugs","ethacrynic acid","VDR","TOX21_VDR_BLA_Antagonist_ch1_Row234",-0.125570537
"MostDILI Drugs","etodolac","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-0.098842284
"LessDILIDrugs","etoposide","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.928305026
"LessDILIDrugs","etoposide","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",0.778881867
"LessDILIDrugs","etoposide","HSF1","TOX21_HSE_BLA_agonist_ratio_Row172",-2.872395262
"LessDILIDrugs","etoposide","HSF1","TOX21_HSE_BLA_agonist_ch2_Row280",-2.986060296
"LessDILIDrugs","etoposide","NR1I2","ATG_PXRE_CIS_dn_Row429",-0.832522895
"LessDILIDrugs","etoposide","NR3C1","TOX21_GR_BLA_Agonist_ch2_Row270",-0.477492456
"LessDILIDrugs","etoposide","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",-0.791018945
"LessDILIDrugs","etoposide","NRF1","ATG_NRF1_CIS_dn_Row336",-0.869073816
"LessDILIDrugs","etoposide","NRF2","ATG_NRF2_ARE_CIS_dn_Row419",-2.717301552
"LessDILIDrugs","etoposide","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.865246415
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p4_ch2_Row163",0.969336422
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p3_ch2_Row92",0.966154131
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p2_ch2_Row77",0.964966848
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p1_ratio_Row162",0.956279508
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.954899474
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.952135629
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p1_ch2_Row274",0.946494156
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p3_ratio_Row118",0.945471698
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.912485608
"LessDILIDrugs","etoposide","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.893661359
"LessDILIDrugs","etoposide","VDR","TOX21_VDR_BLA_Agonist_viability_Row224",-1.811722095
"MostDILI Drugs","exemestane","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.568032124
"MostDILI Drugs","exemestane","CYP19A1","TOX21_Aromatase_Inhibition_Row119",0.496987117
"LessDILIDrugs","famotidine","TP53","TOX21_p53_BLA_p2_viability_Row180",-0.051768287
"MostDILI Drugs","felbamate","FOXO3","ATG_FoxO_CIS_up_Row368",0.969428582
"MostDILI Drugs","felbamate","intmrkr","ATG_M_19_CIS_dn_Row399",0.97657037
"LessDILIDrugs","fenofibrate","CCL2","BSK_4H_MCP1_down_Row36",-1.807163102
"LessDILIDrugs","fenofibrate","CCL2","BSK_SAg_MCP1_down_Row114",-2.025705183
"LessDILIDrugs","fenofibrate","CCL2","BSK_3C_MCP1_down_Row106",-2.101431532
"LessDILIDrugs","fenofibrate","CCL2","BSK_LPS_MCP1_down_Row105",-2.16768761
"LessDILIDrugs","fenofibrate","CD38","BSK_SAg_CD38_down_Row86",-2.058714745
"LessDILIDrugs","fenofibrate","CD40","BSK_LPS_CD40_down_Row64",-2.283581788
"LessDILIDrugs","fenofibrate","CD40","BSK_SAg_CD40_down_Row57",-2.771917362
"LessDILIDrugs","fenofibrate","CD69","BSK_SAg_CD69_down_Row120",-2.133524668
"LessDILIDrugs","fenofibrate","COL3A1","BSK_hDFCGF_CollagenIII_down_Row58",-1.829333602
"LessDILIDrugs","fenofibrate","CXCL10","BSK_hDFCGF_IP10_down_Row33",-2.386123969
"LessDILIDrugs","fenofibrate","CYP2C19","NVS_ADME_hCYP2C19_Row544",-0.406050291
"LessDILIDrugs","fenofibrate","CYP2C9","NVS_ADME_hCYP2C9_Row546",-0.619850842
"LessDILIDrugs","fenofibrate","ESR1","ATG_ERa_TRANS_up_Row27",-3.44383109
"LessDILIDrugs","fenofibrate","F3","BSK_3C_TissueFactor_down_Row150",-1.739363746
"LessDILIDrugs","fenofibrate","HLA-DR","BSK_BE3C_HLADR_down_Row59",-1.343536237
"LessDILIDrugs","fenofibrate","HLA-DR","BSK_3C_HLADR_down_Row104",-1.649747135
"LessDILIDrugs","fenofibrate","IL8","BSK_3C_IL8_down_Row66",-1.631316462
"LessDILIDrugs","fenofibrate","IL8","BSK_SAg_IL8_down_Row153",-2.212405566
"LessDILIDrugs","fenofibrate","JUN","APR_HepG2_StressKinase_72h_dn_Row646",0.997548771
"LessDILIDrugs","fenofibrate","LDLR","BSK_CASM3C_LDLR_up_Row302",-2.091435077
"LessDILIDrugs","fenofibrate","MMP1","BSK_BE3C_MMP1_up_Row490",-1.410725438
"LessDILIDrugs","fenofibrate","NR1H4","NVS_NR_hFXR_Antagonist_Row1033",0.993355888
"LessDILIDrugs","fenofibrate","NR1H4","OT_FXR_FXRSRC1_0480_Row94",-1.621035567
"LessDILIDrugs","fenofibrate","NR1I2","ATG_PXR_TRANS_up_Row18",-1.454273835
"LessDILIDrugs","fenofibrate","NR1I2","ATG_PXRE_CIS_up_Row16",-2.303747784
"LessDILIDrugs","fenofibrate","PLAUR","BSK_CASM3C_uPAR_up_Row512",-0.116981703
"LessDILIDrugs","fenofibrate","PLAUR","BSK_3C_uPAR_down_Row91",-2.118472862
"LessDILIDrugs","fenofibrate","POU2F1","ATG_POU domain protein_MLP_CIS_up_Row422",-3.356086361
"LessDILIDrugs","fenofibrate","ppar","ATG_PPRE_CIS_up_Row5",-2.786812405
"LessDILIDrugs","fenofibrate","PPARA","ATG_PPARa_TRANS_up_Row318",-0.302290854
"LessDILIDrugs","fenofibrate","PPARG","ATG_PPARg_TRANS_up_Row7",-3.903508792
"LessDILIDrugs","fenofibrate","prlfrn","BSK_3C_Proliferation_down_Row100",-1.777883828
"LessDILIDrugs","fenofibrate","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",-1.840817983
"LessDILIDrugs","fenofibrate","prlfrn","BSK_SAg_Proliferation_down_Row54",-2.380877792
"LessDILIDrugs","fenofibrate","SERPINE1","BSK_hDFCGF_PAI1_down_Row32",-3.765847577
"LessDILIDrugs","fenofibrate","SIRT3","NVS_ENZ_hSIRT3_Row919",-1.477736581
"LessDILIDrugs","fenofibrate","SLC6A3","NVS_TR_DAT_Row594",-1.871970743
"LessDILIDrugs","fenofibrate","srb","BSK_3C_SRB_down_Row82",-1.795023171
"LessDILIDrugs","fenofibrate","srb","BSK_SAg_SRB_down_Row115",-2.003414904
"LessDILIDrugs","fenofibrate","srb","BSK_4H_SRB_down_Row131",-2.105115613
"LessDILIDrugs","fenofibrate","THBD","BSK_CASM3C_Thrombomodulin_up_Row23",-2.264149537
"LessDILIDrugs","fenofibrate","TP53","TOX21_p53_BLA_p3_viability_Row184",0.999993295
"LessDILIDrugs","fenofibrate","TP53","APR_HepG2_p53Act_72h_dn_Row649",0.999024744
"LessDILIDrugs","fenofibrate","VCAM1","BSK_4H_VCAM1_down_Row125",-1.442866591
"LessDILIDrugs","fenofibrate","VCAM1","BSK_CASM3C_VCAM1_up_Row309",-3.099297542
"LessDILIDrugs","fenofibrate","xtt","ATG_XTT_Cytotoxicity_up_Row1093",0.903671237
"LessDILIDrugs","fenofibrate","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",0.626109403
"LessDILIDrugs","finasteride","hydroxyprogesterone","CEETOX_H295R_OHPROG_dn_Row303",-3.510486206
"MostDILI Drugs","fluconazole","CYP2C19","NVS_ADME_hCYP2C19_Row544",0.840059171
"MostDILI Drugs","fluconazole","HNF4a","ATG_HNF4a_TRANS_dn_Row380",-2.596088651
"MostDILI Drugs","fluconazole","THRA","ATG_THRa1_TRANS_up_Row461",0.99961198
"NoDILI Drugs","fludrocortisone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.799883028
"NoDILI Drugs","fludrocortisone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.730910466
"NoDILI Drugs","fludrocortisone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.288691413
"NoDILI Drugs","fludrocortisone","NR3C1","TOX21_GR_BLA_Agonist_ch2_Row270",0.472937516
"NoDILI Drugs","fludrocortisone","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",0.352253292
"AmbiDILIDrugs","flurbiprofen","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.858138713
"AmbiDILIDrugs","flurbiprofen","PPARD","TOX21_PPARd_BLA_Antagonist_ch1_Row281",0.99838779
"MostDILI Drugs","flutamide","AR","NVS_NR_hAR_Row620",-0.133361481
"MostDILI Drugs","flutamide","TSPO","NVS_MP_hPBR_Row586",-3.166189652
"LessDILIDrugs","fluvastatin","CYP19A1","TOX21_Aromatase_Inhibition_Row119",-0.636041955
"LessDILIDrugs","fluvastatin","NFKB1","ATG_NF_kB_CIS_dn_Row330",-1.141990509
"LessDILIDrugs","fluvastatin","SREBF1","ATG_SREBP_CIS_up_Row17",0.694944665
"NoDILI Drugs","folic acid","intmrkr","ATG_M_19_TRANS_up_Row402",-0.02141652
"NoDILI Drugs","folic acid","xtt","ATG_XTT_Cytotoxicity_up_Row1093",-1.142086653
"MostDILI Drugs","gefitinib","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-2.05156195
"MostDILI Drugs","gemfibrozil","CYP19A1","NVS_ADME_hCYP19A1_Row777",0.962892761
"MostDILI Drugs","gemfibrozil","ESR1","ATG_ERa_TRANS_up_Row27",0.947412898
"MostDILI Drugs","gemfibrozil","ESR1","ATG_ERE_CIS_up_Row9",0.759070305
"MostDILI Drugs","gemfibrozil","HIF1a","ATG_HIF1a_CIS_dn_Row378",0.842531885
"MostDILI Drugs","gemfibrozil","NR1I2","ATG_PXR_TRANS_up_Row18",0.949366489
"MostDILI Drugs","gemfibrozil","NR1I2","ATG_PXRE_CIS_up_Row16",0.943812599
"MostDILI Drugs","gemfibrozil","ppar","ATG_PPRE_CIS_up_Row5",0.910319442
"MostDILI Drugs","gemfibrozil","PPARA","ATG_PPARa_TRANS_up_Row318",0.899692625
"MostDILI Drugs","gemfibrozil","PPARG","ATG_PPARg_TRANS_up_Row7",0.82212511
"LessDILIDrugs","glimepiride","PPARG","TOX21_PPARg_BLA_antagonist_ratio_Row220",-2.367036394
"MostDILI Drugs","griseofulvin","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",-1.7061169
"MostDILI Drugs","griseofulvin","CCL2","BSK_KF3CT_MCP1_down_Row52",0.963089711
"MostDILI Drugs","griseofulvin","CCL2","BSK_CASM3C_MCP1_down_Row295",-0.40104469
"MostDILI Drugs","griseofulvin","CSF1","BSK_hDFCGF_MCSF_up_Row534",0.73821752
"MostDILI Drugs","griseofulvin","CYP19A1","TOX21_Aromatase_Inhibition_Row119",-0.286103987
"MostDILI Drugs","griseofulvin","EGF","BSK_hDFCGF_EGFR_down_Row29",-0.795227791
"MostDILI Drugs","griseofulvin","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-0.39409391
"MostDILI Drugs","griseofulvin","F3","BSK_CASM3C_TissueFactor_down_Row293",0.508768746
"MostDILI Drugs","griseofulvin","F3","BSK_3C_TissueFactor_down_Row150",-1.575891822
"MostDILI Drugs","griseofulvin","HLA-DR","BSK_3C_HLADR_down_Row104",-1.693594731
"MostDILI Drugs","griseofulvin","hmgbox","ATG_TCF_b_cat_CIS_dn_Row85",-3.101236957
"MostDILI Drugs","griseofulvin","IL1a","BSK_KF3CT_IL1a_down_Row68",0.550762286
"MostDILI Drugs","griseofulvin","IL6","BSK_CASM3C_IL6_down_Row499",0.903305208
"MostDILI Drugs","griseofulvin","MMP9","matrix metalloproteinase 9_down_Row46",0.325629245
"MostDILI Drugs","griseofulvin","NR1I2","ATG_PXRE_CIS_up_Row16",0.112390709
"MostDILI Drugs","griseofulvin","prlfrn","BSK_CASM3C_Proliferation_down_Row26",-1.53057967
"MostDILI Drugs","griseofulvin","prlfrn","BSK_3C_Proliferation_down_Row100",-1.819735698
"MostDILI Drugs","griseofulvin","SERPINE1","BSK_hDFCGF_PAI1_down_Row32",0.626480206
"MostDILI Drugs","griseofulvin","srb","BSK_CASM3C_SRB_down_Row308",0.421950954
"MostDILI Drugs","griseofulvin","srb","BSK_3C_SRB_down_Row82",-3.742831008
"MostDILI Drugs","griseofulvin","THBD","BSK_CASM3C_Thrombomodulin_down_Row509",0.994314833
"MostDILI Drugs","griseofulvin","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-2.836789018
"MostDILI Drugs","griseofulvin","TIMP1","BSK_hDFCGF_TIMP1_down_Row51",-2.43382909
"MostDILI Drugs","griseofulvin","TP53","ATG_p53_CIS_dn_Row467",-1.632878603
"MostDILI Drugs","griseofulvin","TP53","TOX21_p53_BLA_p2_ratio_Row80",-3.163385078
"MostDILI Drugs","griseofulvin","TP53","TOX21_p53_BLA_p2_ch2_Row77",-3.613406074
"LessDILIDrugs","haloperidol","ADRA1A","NVS_GPCR_rAdra1_NonSelective_Row992",0.574687679
"LessDILIDrugs","haloperidol","ADRA1B","NVS_GPCR_rAdra1B_Row991",-0.136423208
"LessDILIDrugs","haloperidol","DRD1","NVS_GPCR_bDR_NonSelective_Row948",0.80145783
"LessDILIDrugs","haloperidol","DRD1","NVS_GPCR_hDRD1_Row576",0.731062811
"LessDILIDrugs","haloperidol","DRD2","NVS_GPCR_hDRD2s_Row968",0.992943396
"LessDILIDrugs","haloperidol","DRD4","NVS_GPCR_hDRD4.4_Row969",0.943305849
"LessDILIDrugs","haloperidol","SIGMAR1","NVS_OR_gSIGMA_NonSelective_Row140",0.962620623
"LessDILIDrugs","hydrochlorothiazide","ESR1","ATG_ERE_CIS_up_Row9",-0.991638112
"LessDILIDrugs","hydrochlorothiazide","NR1H4","ATG_IR1_CIS_up_Row387",-0.52861453
"LessDILIDrugs","hydrochlorothiazide","NR1I2","ATG_PXRE_CIS_up_Row16",-1.668997853
"LessDILIDrugs","hydrochlorothiazide","ppar","ATG_PPRE_CIS_up_Row5",-1.018411576
"LessDILIDrugs","hydrochlorothiazide","TNFRSF10B","ATG_DR5_CIS_up_Row335",-1.939730498
"LessDILIDrugs","hydrochlorothiazide","VDR","ATG_VDRE_CIS_up_Row37",-1.39723015
"NoDILI Drugs","hydrocortisone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.987879944
"NoDILI Drugs","hydrocortisone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.984881077
"NoDILI Drugs","hydrocortisone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.880078556
"NoDILI Drugs","hydrocortisone","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",0.954796818
"NoDILI Drugs","hydrocortisone","NR3C1","TOX21_GR_BLA_Agonist_ch2_Row270",0.95473816
"NoDILI Drugs","hydrocortisone","TP53","TOX21_p53_BLA_p2_viability_Row180",0.999988116
"NoDILI Drugs","hydrocortisone","TP53","TOX21_p53_BLA_p4_viability_Row177",0.99997041
"MostDILI Drugs","hydroxyurea","AHR","ATG_Ahr_CIS_dn_Row313",0.790854243
"MostDILI Drugs","hydroxyurea","AKT1","NVS_ENZ_hAKT1_Row791",0.937860981
"MostDILI Drugs","hydroxyurea","oxidoreductase","NCCT_TPO_AUR_dn_Row14",0.937181236
"NoDILI Drugs","hydroxyzine","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.999893467
"NoDILI Drugs","hydroxyzine","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",0.999554566
"NoDILI Drugs","hydroxyzine","CYP19A1","TOX21_Aromatase_Inhibition_Row119",0.999967929
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p2_ch2_Row77",0.999977728
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.999969933
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p3_ratio_Row118",0.999901633
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p3_ch2_Row92",0.99989124
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.999819228
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.999803638
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p4_ch2_Row163",0.998697105
"NoDILI Drugs","hydroxyzine","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.998337045
"MostDILI Drugs","ibufenac","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.381204086
"LessDILIDrugs","ibuprofen","COL3A1","BSK_hDFCGF_CollagenIII_down_Row58",0.98596319
"LessDILIDrugs","ibuprofen","CSF1","BSK_CASM3C_MCSF_up_Row325",0.969443122
"LessDILIDrugs","ibuprofen","ESR1","ATG_ERE_CIS_up_Row9",0.961736867
"LessDILIDrugs","ibuprofen","ESR1","ATG_ERa_TRANS_up_Row27",0.858816889
"LessDILIDrugs","ibuprofen","IL6","BSK_CASM3C_IL6_down_Row499",0.984090565
"LessDILIDrugs","ibuprofen","IL8","BSK_3C_IL8_down_Row66",0.999991921
"LessDILIDrugs","ibuprofen","LDLR","BSK_CASM3C_LDLR_down_Row501",0.969453929
"LessDILIDrugs","ibuprofen","MMP1","BSK_BE3C_MMP1_down_Row142",0.999986427
"LessDILIDrugs","ibuprofen","PLAUR","BSK_CASM3C_uPAR_down_Row294",0.857926121
"LessDILIDrugs","ibuprofen","ppar","ATG_PPRE_CIS_up_Row5",0.840823423
"LessDILIDrugs","ibuprofen","PPARA","ATG_PPARa_TRANS_up_Row318",0.868631966
"LessDILIDrugs","ibuprofen","PPARD","TOX21_PPARd_BLA_agonist_ch2_Row208",0.895501658
"LessDILIDrugs","ibuprofen","PPARD","ATG_PPARd_TRANS_up_Row426",0.501942938
"LessDILIDrugs","ibuprofen","PPARG","ATG_PPARg_TRANS_up_Row7",0.841156637
"LessDILIDrugs","ibuprofen","prlfrn","BSK_CASM3C_Proliferation_up_Row505",0.998994459
"LessDILIDrugs","ibuprofen","PTGER2","BSK_LPS_PGE2_down_Row146",0.99518957
"LessDILIDrugs","ibuprofen","THBD","BSK_CASM3C_Thrombomodulin_up_Row23",0.92930517
"LessDILIDrugs","ifosfamide","ESR1","ATG_ERE_CIS_up_Row9",0.496966977
"LessDILIDrugs","ifosfamide","IL6","BSK_CASM3C_IL6_down_Row499",0.99467396
"LessDILIDrugs","ifosfamide","NR1I2","ATG_PXRE_CIS_up_Row16",0.709909037
"LessDILIDrugs","ifosfamide","PLAU","BSK_BE3C_uPA_down_Row60",0.999989219
"MostDILI Drugs","indomethacin","COL3A1","BSK_hDFCGF_CollagenIII_down_Row58",-1.373425423
"MostDILI Drugs","indomethacin","CYP3A4","NVS_ADME_hCYP3A4_Row550",-0.698554034
"MostDILI Drugs","indomethacin","IL6","BSK_CASM3C_IL6_down_Row499",0.876239267
"MostDILI Drugs","indomethacin","mmp","TOX21_MMP_ratio_up_Row614",-0.058634943
"MostDILI Drugs","indomethacin","MMP1","BSK_BE3C_MMP1_up_Row490",-0.140609962
"MostDILI Drugs","indomethacin","ppar","ATG_PPRE_CIS_up_Row5",-0.738125912
"MostDILI Drugs","indomethacin","PPARD","TOX21_PPARd_BLA_agonist_ch2_Row208",-2.315319879
"MostDILI Drugs","indomethacin","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",0.584575758
"MostDILI Drugs","indomethacin","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.534510218
"MostDILI Drugs","indomethacin","PPARG","ATG_PPARg_TRANS_up_Row7",-0.154260412
"MostDILI Drugs","indomethacin","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",-0.671266595
"MostDILI Drugs","indomethacin","PTGER2","BSK_LPS_PGE2_down_Row146",0.995744958
"MostDILI Drugs","indomethacin","PTGS1","NVS_ENZ_oCOX1_Row568",0.987870335
"MostDILI Drugs","indomethacin","SLC6A3","NVS_TR_DAT_Row594",-0.818610997
"MostDILI Drugs","indomethacin","SREBF1","ATG_SREBP_CIS_up_Row17",-2.153167772
"MostDILI Drugs","indomethacin","TNFRSF10B","ATG_DR5_CIS_dn_Row352",-2.391664003
"LessDILIDrugs","irbesartan","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",-0.07599047
"LessDILIDrugs","irbesartan","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",-1.232497193
"MostDILI Drugs","isoniazid","CYP2C19","NVS_ADME_hCYP2C19_Row544",0.979422995
